policy,count,ratio
none|none|none,3,0.2
none|lzma|none,2,0.13333333333333333
aes-gcm|bz2|hash,2,0.13333333333333333
aes-gcm|zlib|none,1,0.06666666666666667
aes-gcm|lzma|none,1,0.06666666666666667
ascon|gzip|hash,1,0.06666666666666667
chacha20-poly1305|gzip|hash,1,0.06666666666666667
none|gzip|none,1,0.06666666666666667
chacha20-poly1305|zlib|none,1,0.06666666666666667
none|zlib|hash,1,0.06666666666666667
none|zlib|none,1,0.06666666666666667
